,one_plus_7t.csv,customer_id,user_name,ratings,review_head,review_body
0,0,review-a8fa7e53-a1b5-459c-a36a-4cd990687d47,Aradhna Singh,5,Classy product,nice phone good back camera front cam avgbattery backup quite good screen good little bit disappointing og bezzels performance also goodoverall nice phone price
1,1,review-840bf7e2-1613-4e6c-9f0e-251eeb5f502d,Ankit Koli,5,Excellent,nice product xiaomi powerful performance long battery life outstanding camera perfect reasonable price
2,2,review-3b64b429-ffbe-4824-98bd-d04cf5f81025,Flipkart Customer,5,Awesome,writing review usage one monthpros1 great camera especially night mode2 battery good lasts around day half normal usage3 processor good price absolutely lag free4 superb face unlock unlocks low lights well fast5 type c port great comfort around 2 hrs charging time provided charger6 notch small week two dont even notice aread
3,3,review-9ccaa222-c422-43f3-b26b-0de3b32bc3ce,Paramita kulshi,5,Wonderful,love picture quality battery backup awsome used phone 2days without charging finishing looks crazy love get hand
4,4,review-9408572c-27af-4206-9867-3a8d890979b1,Mayur Nandkumar Pawar,4,Worth the money,nebula red looks absolutely awsome thanks flipkart
5,5,review-5985709e-c937-44bc-a4cd-a34a21c0a631,Sk Rony,5,Super!,nice camera value money
6,6,review-148f52c3-952d-4fbd-8554-2f8e183fc29e,Chandra shekhar Dhaker,5,Mind-blowing purchase,brilliant phone
7,7,review-4856d498-b775-4c78-92a2-bbb5f2f29c47,Sujal Patel,5,Wonderful,absolutely beast camera awesomevalue money smartphonelow light photos samples aweosmecheck
8,8,review-b94ff967-9e20-4094-91e1-640988f16c7f,Shubham raj,5,Brilliant,look exceptional
9,9,review-5b9ba355-4502-4624-9c13-b89fc6296ac1,Rahul Mandal,5,Worth every penny,super build qualitygreat cameraextremely satisfied
10,10,review-793a2010-6294-4655-ac0c-c8db97a2e758,Abhijith P nair,4,Delightful,reasonable phonecamera hangs
11,11,review-11498a61-80f9-4d00-93bd-9a08a0a55d11,Flipkart Customer,5,Wonderful,excellent camera
12,12,review-99c9ee1e-cec4-489c-94ce-600e52df16a3,Nileshshinh Mori,5,Excellent,best performance1best price2best mobile camera3sim 4g4g4camera 48 mega picture5bettry40006rem 4 gb7rom 64 fb used 49 gb8front camera bed9sound best10gorill glas11mobile problem adhar app company
13,13,review-c7f3f419-9f56-40c8-954c-38571a3f4296,Rashi Rout,5,Classy product,loved
14,14,review-42c1d5ff-dda2-4321-b4e3-9941a541dafb,Abhishek Mukherjee,5,Excellent,simply amazing best value money device get right
15,15,review-30c64a75-9169-4694-9dec-f3a0cba89773,Subhrajyoti Kundu,5,Classy product,awesome productnote7pro
16,16,review-24d10b1c-6b90-4518-bb21-393ea8f9dd1f,Sourabh Kadam,5,Simply awesome,best phone price
17,17,review-4ed73109-e9eb-499f-9076-987db9e052b0,Sumitra parmar,5,Mind-blowing purchase,thank u redmi teamhappy product
18,18,review-2609299c-4630-4cb4-a621-293f7a914d9c,Rishab Kumar,5,Terrific purchase,osm phone price nice
19,19,review-ec7e1e6a-37c7-4c9e-9cdf-5269b5e8c0c0,Souvik Samanta,5,Excellent,black beauty pros1 elegant design classy looks black 2 camera excellent 12 5 back enough portrait pics come excellent night mode also captures detailed 3 4000 mah lasts long 2 days normal usage 10 hrs sot average4 display good good super amoled using samsung galaxy s75 4gb ram snapdragon 675 processor handles day day task efficiently 6 network reception good mread
20,20,review-4d00844e-17c0-4764-b709-7686d489f647,Flipkart Customer,5,Great product,superb
21,21,review-c4c32f00-abb1-4c6c-84e8-a26df9d1118e,ARUN SUDHEESAN,5,Perfect product!,absolutely great device structural integrity worries performance top notch aspects goodthe main concern device arelow earpiece volumecamera 48megapixl mode takes ages process results goodmiui blotthe positives arelooks sleek performance top camera normal mode fantastic lag except ads popupsthanks flipkart faster delivery
22,22,review-b82d7281-3f49-4bfc-8e89-b1149a0d0395,Jasani Fenil,5,Wonderful,cool smart desiged xiaomi loved
23,23,review-1e8098a5-f1ec-4ddb-9bc3-4fd77cf6bd31,Mukesh Mourya,5,Classy product,nice mobile
24,24,review-64c25a94-ce4b-4bd6-9a32-a1bebcc06cbd,Flipkart Customer,4,Nice product,good camera price range iam satisfied
25,25,review-7892463b-8697-4b96-bf7e-9190d988e1f7,Uday ganta,5,Awesome,nice product xioami
26,26,review-82f4d83c-e2ea-47e2-b834-299b0a2ac19d,chandan swain,5,Brilliant,phone best price segment full hd display awesome camera mind blowing capture marvelous shots gives flagship features best price
27,27,review-eb679a12-190a-4e03-b636-8aac2a2e1223,Abhinand M,4,Nice product,amazing phone price rangeabsolutely value moneygreat battery others note seriescamera quality great camera app many bugs phone becoming heat using camera time screen quality better previous note seriesxiaomi shall include fast charger box long time taken get 100 charge expecting camera software bug ne fix xiaomi next update
28,28,review-ed367d60-eb8a-47b2-97bd-7983e0b943df,Gaurav Singh,5,Terrific,got first sale thank mi good phone loving
29,29,review-864dc38b-49e7-4da8-ae99-fdf18f44fc18,Abin KS,5,Excellent,using mi a1 device impressed one pure android experience hardwares implemented xiaomi deviceafter extensive use 2 years mi a1 somuch expectations new device thats choose note7pro xiaomi managed fill expectationsthe hardware much appreciated price range sd675 type c connectivity stunning design display ofcause camera im mobile photographread
30,30,review-acd3a7c5-0f9e-4e00-97f7-46e5e92e4ac8,Jaimini venkat sai naidu,5,Perfect product!,greate phone killer pricethanks flipkart delvering 3 hr orderpros1 greate built quality2 greate camera price range3 greate performance4 greate battery backup 1 day battery lifecons1 front camera average2 ads uipros conskiller phone price rangethanks xiaomi getting greate phones less price
31,31,review-f4d346cf-10ab-413e-a4ed-46a8ea70e8c8,Sai Veda Vyas Chowdary,4,Good quality product,first instance phone quiet good
32,32,review-aacfc349-765a-48ef-84cb-a1709d029264,mukesh kumar,5,Terrific,nice phone must buy awesome phone
33,33,review-caee9444-8fab-43b5-adaa-d1e77f9ab9c8,Prashant Rawat,5,Classy product,amazing phone killer redmi note 7 pro everything perfect masterpiece loving itcamera processor display design everything 1010 must buy phone
34,34,review-dee0edc2-7ded-454b-b973-38d52639563d,GR Ganesh GR,5,Fabulous!,awesome super
35,35,review-6d4d3259-a31e-43ea-9d64-65e6be1acd06,Aslam Bagwan,5,Best in the market!,amazing camera quality unique smart phonevaluable product money
36,36,review-7441b656-0fd3-4f2c-95e8-a673f325754e,Kishore Unnikrishnan,5,Terrific,got first sale amazing phone
37,37,review-42fef926-bb47-463b-adf8-c9500f4873e3,Prince chauhan,5,Simply awesome,satisfied
38,38,review-d11ca089-f040-46b2-81b8-0831c2a96666,Rajesh,5,Excellent,classic look battery back good faster processor solid camera good provided 20w charger
39,39,review-83b47f21-354c-43fd-b8f0-651fe93c319f,Sreehari MG,5,Classy product,suprb camera phone beast
40,40,review-6ad5434f-54a1-4fb4-a4f0-d1aa708553a3,Sujit Surve,1,Did not meet expectations,error ear speaker making noise call going flipkart giving replacement product issue earpiece issue resolved updating phone software
41,41,review-80897afc-69c0-4ee0-8501-c0c80b177d09,Piyush Prajapati,5,Super!,gorgeous nebula red
42,42,review-75f691d0-da4d-4504-b6d1-c044a1cc3093,Siva Jagarlamudi,5,Fabulous!,good product 48mp camera snap dragon 675value money stunning imagesthank redmi flipkart giving awesome device
43,43,review-d38f0706-8531-4486-8d39-8606620c0f72,Saravanan G,1,Don't waste your money,hi allmy friend also model redmi note 7 pro decided buy model used friend phone phone piece facing heating problem particularly charging friend phone dont heating problem explained flipkart rejected return replacement request technical person told normal heating phones heating like believing friend phonei used chargeread
44,44,review-a707d0bc-9085-403d-9b9d-65530171e221,Tushar Dhruw,5,Mind-blowing purchase,value money excellent product mi
45,45,review-45a8ce53-7c84-4387-ba16-704af083bd65,Sai hemanta Kumar,5,Highly recommended,nyc mobilecamera475battery455display465
46,46,review-0b404f32-a941-4102-8583-e55961f5a3fc,RITESH MAURYA,5,Worth every penny,awesome camera awesome phoneawesome experience banaraspic
47,47,review-2cb42e52-d1e0-41b3-b4fc-c2eff2a7d02c,Flipkart Customer,5,Terrific,nice phone highly recommend
48,48,review-278fabbe-f887-40a2-8038-c77c1eebee3a,Rahul Ramanan,5,Mind-blowing purchase,got redmi white color editionwooww nyc product loved
49,49,review-e88827be-cd1c-4855-90c4-5e5aa71088a5,Rajendra Patra,4,Wonderful,price 1010camera 810 battery 910 performance 9510 overall king price segment
50,50,review-421b1b97-8577-4f18-b792-37c7b481409b,Anu Teresa Peter,5,Awesome,nicely built fast compact light weight display really good ambient light sensing awesome glass backside slippery need careful lots ads inbuilt apps intial camera experiences good hanging issues using camera even 48mppro mode although im great photographer attaching first shots
51,51,review-7e487f87-4c91-41a1-9610-506efe8446d6,Arup Saha,4,Nice product,nice product
52,52,review-84b71a56-b8e4-4e0f-b3e6-3a484ed00335,Vijayant Singh,1,Terrible product,rise redmi rise got product 16th march 2 days speaker set creating buzzing annoying sound waited mobile long excited got total disappointmentplease help
53,53,review-3c5f980f-ccf6-49d0-b16f-5dd4f0944f86,SAGAR TRIBHUWANE,5,Excellent,nebula red awesome color mobile look stunning hand must buy wont disappointe
54,54,review-c27533c1-4810-41ae-8cd5-4fa71ac4edbf,Somray Kamath,5,Classy product,first lucky get first flash sale oh god cant believe thank wonderful phone redmi team flipkart
55,55,review-062a29a0-c155-4dbd-a4f9-71320f69d0c2,Flipkart Customer,1,Terrible product,iam facing screen flickering low brightness screen bleeding device checked redmi note 7 pro dont issue flifcart refuse replace products
56,56,review-5f8433eb-cfed-4941-b3a3-fce465be45b3,Raju chauhan,5,Highly recommended,good mobile nice performancenice displaysound goodlooking awesomegood deal
57,57,review-063237f7-09ca-4330-b321-e84bda67d0c8,Subhajit Mahato,5,Just wow!,awesome phone superb build quality loved
58,58,review-af867153-71c0-48f5-bacb-bc38b83952b5,Robbie Bhuyan,5,Great product,best phone ever love fact mi offers much resonably good price thank
59,59,review-f0b5ef5e-86ab-4d19-aab2-cef1029ec02c,Akshay Manve,5,Highly recommended,value money
60,60,review-64d79cff-0bc2-4192-adfc-b6a6ce975c16,kuldeep kumar,5,Must buy!,mi loved total outstanding
61,61,review-cc61729b-548b-4e97-9266-d2680946fbde,Sanjeev Anand,5,Highly recommended,purchased 4pc redmi note 7 proone defectiveheadphone jack workingreturn request accepted today one month replacement wayi happy customer support team members nice
62,62,review-69404b3c-48de-4a6f-9372-fd4c1a53bfbc,Shubham Pandey,5,Worth every penny,superb rear 48mp camera nd also superb front facing camerai think alrounder phonevalue money
63,63,review-7044f3f1-0e0d-4edd-89b1-88f37afc8d05,Md Azhar,4,Wonderful,awesome phone
64,64,review-5eaec7ae-05d9-48f7-98ad-c33252b5550c,manish v,5,Worth every penny,amazing camera gaming experience good pubg running smoothly hdpros crazy camera see photos performancebattery lifedesigncons display
65,65,review-a31ef6c5-0386-4bd9-80e5-3fd2183a3bc1,anandhu santhosh,5,Simply awesome,amazing camera amazing display
66,66,review-1f80727d-0619-44ed-b517-41685dd4edb1,Mohammad Salman,5,Simply awesome,nice camera battery phone performance good nebula red color beautifullove phone
67,67,review-c8d66195-937f-492a-9d8e-916414ecc982,imran k shekh,5,Classy product,good phone budget cool look awesome camera smooth touch excellent
68,68,review-0e84a8ed-5d6c-4eaa-8921-5ff5e3e92e7a,Ankit Jariwala,5,Excellent,xiaomi redmi note 7 prowhen considering phones 15000 redmi note 7 pro seems good enough suit peoples needs fact sd 675 sony imx586 camera unprecedented price practically mops floor current competition relevant price bracket unless different specific requirementsat time based redmi note 7 pro experience wouldnt go far saying experience sure thwart cread
69,69,review-be7094c7-531d-4cf6-b97b-75a1ad913a5e,Flipkart Customer,4,Delightful,hi guysthis seem like long review enough patience read itgot first sale keen get asap overwhelming specs shown launching video thank godnow let explain pros cons detail common customers1 designprosno words say gorilla glass done job front back finish much like expected along bougread
70,70,review-90faf4d6-337a-4206-acc0-4cca82f80b96,Vishwanath Goudra,5,Terrific,excellent product camera awesome lucky get phone first sale flipkart gift card helped place order quickly ordered 2 phones different account thank flipkart
71,71,review-0e6e6338-4e22-46f8-baf9-e70613e31df0,Aman Sayed,5,Must buy!,value money
72,72,review-08115060-1bcf-4b38-bd69-65c6ca7f7726,Ayan Halder,5,Best in the market!,awesome product value money great picture quality note 7 proi love
73,73,review-aa17fe11-108a-4382-93b6-0bfdf74dcc7b,venkat Venkat,1,Very poor,dont buy big network issuueworst networkproblem
74,74,review-2398a040-f2ef-416d-baa7-33bb1bcbbd4b,Velu.R,1,Worthless,defective phone front mount receiver produce unwanted noise call think lot facing issue still accepted failureanother one issue also facing screen unlock properly want unlock screen need click settings top displaybad experience flipkart miwaiting replacement hope get good one
75,75,review-66c0b5de-a5f6-4ee7-baad-6e75d3106fb5,Jatin Munjal,1,Waste of money!,1 display flickers set minimum2 4g signals coming properly 4g working flawless phones conditions 4g internet working restrict 3g network use internetalso opted replacement problem engineer rejected problem behaved rudely
76,76,review-c86f3516-b761-4cde-a67c-81236a3e1c8c,Alex Harley,4,Wonderful,prefect designgood performancebest camera price
77,77,review-c28f1ae6-2fbe-436c-b9fc-826322b03e1d,Radeesh rrk,5,Terrific,performance wise awesome lag gaming speed good eg pubg play hd modeprosbattery backup awesomeperformance snapdragon 675design gradient colorwater drop notchquick charge supportconsone thing rear camera good ratings3 5 front camera goodoverall performance worthy money 1010
78,78,review-e5fc2b9c-acc7-403e-a6e2-a2be6286a524,Varun Yadla,5,Classy product,awesome
79,79,review-d90cf98b-527f-4ec3-9046-4fc60e1feda9,Ritik Biswal,5,Worth every penny,awesome phone value money smooth butter love phone camera king
80,80,review-94946f26-dba2-4910-957d-16ea1df4ae9b,Paras Jain,5,Great product,great phone came little scratch screen
81,81,review-5324c292-7a6c-4dc5-a41f-b65c37d58901,Sachin chaudhary,4,Worth the money,phone superbcamera excellentbattery goodperformance excellent
82,82,review-1a33f765-8d96-483a-b97d-8d74a82c850a,Lijo Mathew,5,Highly recommended,super phonegreat lookgood performancelove itlove redmi
83,83,review-da684a7b-9c8f-426f-b60d-7f8675da52e3,Kamlesh bagariya,4,Really Nice,superior super phone price
84,84,review-000f21a9-904c-486a-bcc8-74c56ee905e8,SOUVIK CHAKRABORTY,5,Classy product,loving
85,85,review-2ee3de39-a2fe-4dd6-9bf5-8efc9231e7fa,Priya Chauhan,5,Perfect product!,happy service flipkartdelivery timeperfect phone camera loverswonderful camera qualityloving itfive stars
86,86,review-c5720d05-fba3-46b6-b8e8-264613ec7c53,Soumya Pal,3,Just okay,good camera qualityeverything phone goodbut think phones battery draining fastso xiaomi put mah batterylike around 4230mah4500mahbtw like ph
87,87,review-250ef2e4-e193-40a4-aaca-2448b25fc1f8,Flipkart Customer,5,Best in the market!,writing review 48 hours use telling form pros consprosnice cameraawesome designglass back front protected gorilla glassnice speedprocessor really fastnice displayconstoo slipry slip hand hold edgetakes long time process 48 mp night mode phototoo many addsbattery dies fast last one daysound average quality clearso iread
88,88,review-e40910de-683a-43c0-bbeb-8e13fb89f63c,Palash Jana,5,Perfect product!,nice phone
89,89,review-9c44be12-72f4-4107-ab22-7c3e8e1d3dce,Gourab Karmakar,5,Classy product,glass finishand superb look
90,90,review-b2ea9b86-e366-4126-8b08-a9fa6d6e2a92,SHIVAM .,4,Worth the money,well need explain anything thing hate miui ads
91,91,review-89aa73c4-b0ae-44a6-9037-17882b148bae,Bhargab Barua,2,Could be way better,6 months use suddenly phone dead responding charge power button
92,92,review-0d6db8ef-084c-449f-927c-4c21006651f8,Karunaharan S,5,Excellent,fully satisfied
93,93,review-edaf0bd9-a78f-4532-b399-b169c55e0567,Rati Ranjan Swain,5,Fabulous!,good looking worth money problem like camera error update everything fine phone look beautiful nebula red colour nebula red means purple red love flipkart xiaomi
94,94,review-7c00d91a-e8fd-4433-bb93-9640a9d7627d,SUBRAMANYA A S,4,Good choice,nice product reasonable price camera good overall 2019 best mobile mi
95,95,review-d672fda4-8b03-443a-b988-48b6cfb77024,Subham Saha,5,Terrific purchase,awesome phone love
96,96,review-433f1878-a87d-4b15-b788-c093f8af93fa,Nitish Kumar,5,Must buy!,shot note 7pro brilliant
97,97,review-f5ad0c9f-6fad-4277-88da-c7a98341a515,Jefin Tomy,5,Must buy!,amazing
98,98,review-f8679d4e-63d2-4514-96ed-ae0b34a6c3f6,Kiron Pramanick,4,Good choice,good camera value money thanks mi
99,99,review-e573bfa0-a4dc-4439-ae36-ccfed0c0e832,Flipkart Customer,1,Horrible,really bad experience mobile charging slow mobile speaker mic working properly disappointed mobile deviceand also unhappy service replacement product
100,100,review-9a008e73-7e9e-48a4-999f-3645b60aada3,Chandrakanth L,5,Highly recommended,great product
101,101,review-6214e91d-9483-47ee-a698-6cca72f4108a,Narendra Shah,5,Just wow!,first buy pasighat first sale 6seconfthe phone much better 90100 left 10 deduct battery
102,102,review-de51abf2-3b8b-44f7-a04a-d4b1748df013,Flipkart Customer,5,Wonderful,best phone price rangecamera quality awesome
103,103,review-de61d701-01fc-48a5-b2f5-6ad1b3e89183,Saravanan,5,Awesome,using redmi note 3 past many years quite content satisfied like gadgets life rn3 began showing signs told time change mobile waiting redmi note 7 pro rn7p ever since day news came many months back tech expert give review point view common mani bought 4gb64gb spaceblack variant flipkart flash sale 13read
104,104,review-c4e6027e-3d59-44f1-bb29-8b0e92d484fa,Rohit Yadav,1,Zero Quality Control by Mi and Almost NO-RETURN Policy by FK,almost return policy thanks olx already sold olx quality control cell phone signal strength bad
105,105,review-12ec2fa6-8169-4258-8a3d-35b727cdb00e,Abhinav Kumar,5,Wonderful,everything awesome price
106,106,review-b3804d5d-dbd9-4474-a46e-0aa00563dcd4,Rimjhim Mili,5,Awesome,awesome product
107,107,review-3a17c0b7-53f0-42f4-86ab-f80e85d4f7c7,8187838801 teja royal,5,Great product,night mode withoutnight mode awesome results also day light condition also superrr good product redmi
108,108,review-7077aaa0-b037-4798-9fbd-63404dcdfe1f,shubhadeep mondal,5,Just wow!,camera best segment specially night mode
109,109,review-895a4065-d6fc-452d-9177-1d1b6858bce6,Saurav Pathak,1,Very poor,hell return request rejected many times receiving damaged product ear piece device improperly fixed green line appears disappears many times right edge phone leaving screen hang mins one suffer damaged product paid full sum money strict action taken soon possible want fresh product instead damaged peice
110,110,review-151b3450-a987-4c9b-867b-6815f40b04ad,Abhishek kumar,5,Worth every penny,amazing products1amazing display2performance beast3call quality amazing4miui 10 makes flawless turn ads5camera flagship levelno one beat itno second thought
111,111,review-ea4d0289-0d20-4cf7-ba23-1e69f0cf73fd,Parvez Alam,1,Worst experience ever!,much heating
112,112,review-fb67ba70-711c-4474-8f68-bc1fa8bd73a2,Vishwanath Pyati,5,Perfect product!,words super
113,113,review-2f166c45-1b11-4cb4-a2a6-55ea7a524256,Subash Muthu,5,Excellent,awesome
114,114,review-37217e99-9cb4-433d-94e6-b7f2166943d7,Navneet Mehta,1,Utterly Disappointed,volume earpiece low incoming calls problem friend also facing samethe root cause earpiece speaker net 70 closed able hear mi users please check toodont know many hidden manufacturing defects theremi checked least basics delivering
115,115,review-4203ad5a-6a50-46c6-949a-e6c7bbabe156,M Pavan Kumar,5,Brilliant,power pack 1processor 675 performance without lag2ultimate stylish premium look3dont think weather 48 gives outstanding pictures even day night conditions sometimes lags next updates b alright4built quality good5full hd amazing display6 front camera ok much 5 pro7type c charger fast charger supportscon power pack phone low budget personal opinion blue looksread
116,116,review-9fecb8d7-011c-4641-92d6-26d145af9b37,Bhavya Modi,1,Utterly Disappointed,terrible screen flickering problem low brighnrss disappointed didnt expected
117,117,review-97a93f1e-dd6b-4d65-b87d-371dbaec2970,Akshay Abhay,5,Awesome,best phone budget segment
118,118,review-61f68a9e-17c5-4e71-933f-f6e8756b9cea,SELVA KUMAR,5,Highly recommended,great devicereal upgrade redmi5proloved designperformance greatcameraits bestthanx xiaomi miindiathanx flipkart safe fast delivery
119,119,review-fa8b39e6-b1f0-42c3-b417-c412b90e2857,Selva S,5,Excellent,awesome mobile redmi note 7 pro delivery within 26hours order great job flipkart satisfied way looking great performance consistently
120,120,review-374f4fa1-1e84-430b-a271-5828d8eb714c,Tanuja,5,Great product,works like charm
121,121,review-d06efdc1-d1e4-4a30-8293-e256bfef28ac,Ani Biswas,5,Best in the market!,one word awasome performance flawless design fab camera true 48mp camera till note 5 pro note 7 pro best segment
122,122,review-da064709-28bd-448a-b4e3-d426876b4b7c,Anup Kumar,5,Excellent,camera better picture quality redmi note 5pro 6pro skin tone lookslike iphone samsung sony camera needyo improve video recording quality48mp use night mode goodvideo recording gives depth effect within 1 meter object display look vibrant colors warm tone display goodperformance super awesome design
123,123,review-2a75ddc5-fd1f-4f3c-b1ad-c3d0e3236db1,Rishav Srivastava,4,Really Nice,got first salei looking 128 gb version salethe main reason bought phone camera must say im impressed normal 12 mpx pixel binning cameraits greatexcellent dynamic range good details great colorshowever 48 mp mode great yes get 48 mp shots theyre kinda soft blurryalso camera app lags phone heats quickly using 48 mp modeit takes approx 12 minutes saving one 48 mp clicread
124,124,review-d359ec44-e154-4a19-972f-74464a2cf3a4,Raja Ghosh,5,Terrific purchase,amazing phoneits toooooooo awesome
125,125,review-cf907845-a7d1-4ae0-92d4-94eb4e7716c7,Parmod Singh,4,Really Nice,pros1 camera good2 good performance3 battery backup good4 good built quality5 valuable pricescons1 many ads2 sound quality averagegreat mobile prices
126,126,review-b33a472f-e5c6-4c60-975b-95649f49609e,Akshay Beniwal,4,Pretty good,important noticeplease update miui got update found thatscreen flickering earpiece sound buzzing gone issue software issueprosexcellent back camera front camera like redmi note 6 properformance excellent lags best ui ever seen mi phonesgreat sound desgin look awesome51 gb free memory first bootbattery backup much appreciated 1 full day heaviest usage 15 hours screen timread
127,127,review-c4a12203-c83e-4c9a-837d-7f00624bc30c,abu osama,5,Perfect product!,1st thing fast delivery flipkart started phone first time camera started lagging select 48mp mode phone hanged badly need update fix issueoverall performance good
128,128,review-801edab4-8baa-4e90-a821-2b51083de4d3,Jagvinder Rattan,5,Great product,outstanding mind blowingafter long period wait finally got 7 pro hands tried buy every time got message screen stock 5th april finally flipkart confirmed order thanks flipkart delivered 1 day advance delivery dateawesome awesome redmi note 7 prono words thanks
129,129,review-349318a5-afa4-4cc1-ba7d-6d0a0ea93823,Ekansh Jain,1,Did not meet expectations,flipkart support helpful 4g signals coming low compared phones technician visits says ok nothing terrible support flipkart defective product xiaomi
130,130,review-3c91828e-40e4-4e99-a9d3-9da7638dcc7e,Ajay Godase,5,Worth every penny,redmi note 7 pro undoubtedly king 2019the look feel device amazing get every possible feature unbeatable priceprosgorilla glass sides apart protection make device look really premium48mp camera snapdragon 685 soca massive 4000mah battery fast charging supportdot notch display allows maximum screen areatype c reliable micro usbloudspeaker good quality35mm jack output really read
131,131,review-6a5e3ad8-0843-49de-a743-7accd53f733f,YUGANDHAR KANDULA,3,Decent product,camera crashing heating issuewhen phone gets heated thr camera gets crashed restart device js required start camera again48mp takes time save pics performance wise good battery okscreen good everythings finehope minor bugs resolvedmy suggestion buy
132,132,review-0e8d5f51-3c57-4cba-8ca2-62a29829e000,vikram gurve,5,Terrific purchase,rounder awesome night photography zoom speed
133,133,review-b32abb1d-5803-48ff-a420-e38147ceb765,sayan choudhury,4,Good quality product,using phone 2 days already impress muchwith performance gaming like pubg sndr 675 nailed dont know people find difference 12 mp 48 mp pics 48mp pics far better detailing believe dslr know difference crackling sound earpiece device screen bleeding camera hanging problem phone bulky speaker produce enough sound dont worry adds read
134,134,review-59fa3163-c453-4de3-8e75-cf1f49392d01,Dambarudhar behera,4,Value-for-money,super cameragood performance
135,135,review-14fbdc7e-1288-4e49-b55f-1798f3e49145,Solomon Salu,5,Just wow!,nice mobile fast delivery thanks seller thanks redmi flipkart
136,136,review-d55fba4a-cc20-4c9f-a20a-f2f5c24c68cb,Usharani R,5,Great product,good phonepros1display2battery3value money4processerconsfast charger included box
137,137,review-815a8031-e834-448a-a414-84e1759a3f0b,Rajat Srivastava,5,Highly recommended,best phone
138,138,review-ba00fc9c-ed60-4b49-9029-f111915f747a,Deepak Mehar,5,Classy product,redmi note 7 pro actually pro upgraded self redmi note 4 redmi note 6 pro redmi note 7 pro launched want grab lucky 3rd sale camera superb revealing new processor corning gorilla glass lovely design didnt find issue like screen bleeding camera lag go guys wont regret
139,139,review-385e0d9a-c5a6-44b0-a375-1df22f0ca5a7,Nilesh Pawar,5,Perfect product!,phone bugetnote 7 pro bet phone 20k
140,140,review-a43244e7-2407-4683-94ee-9d01372d38bf,Bandari Mahesh,4,Delightful,nice one
141,141,review-6887e2fa-22bb-4792-adb4-56b439660cd6,Nagaraj Navani,5,Must buy!,awesome phone highly recommended heating great camera performance smooth iphone like operation overall complete package cost range go got first sale india
142,142,review-f97f952d-f841-4985-9106-3637df832a28,Flipkart Customer,5,Brilliant,good product
143,143,review-515e353c-8b10-4cd7-ae99-ca39262115b2,Prashanth J,5,Perfect product!,osom phone guys camera superb night shoot nic e
144,144,review-7c2227d1-07b6-4c5f-953d-abbce9b3b4a4,Tanmoy Mondal,4,Pretty good,camera good night mod black mod
145,145,review-e3f7af0c-2e27-43f5-9f5c-fb2a25a98d76,Adithya NG,5,Super!,camera lagging update required 48mp clarity mark mobile automatically restart sometimescall audio quality good software issue heating issue battery back good 24hrs hard usage speaker good 13999 currently market best one
146,146,review-fed03cf0-ac09-4ce4-b18b-ea47803ca9fd,Aman Sharma,4,Delightful,good product buy 1
147,147,review-f31b09ed-3148-45d0-b62a-d2f8869a8849,Flipkart Customer,4,Pretty good,love
148,148,review-3b446e5b-4ec1-4489-93d0-0fdd4123b541,Rajaram Shah,5,Simply awesome,great phone price
149,149,review-5ae67765-3056-463f-939b-bd4d910b6dbc,Gopal Sharma,5,Classy product,awesome camera nd build quality also good feels like pro
150,150,review-accc9bff-032c-4e70-b755-0b01e51da75c,Shaker shaikh,5,Mind-blowing purchase,best camera love night mode osm click 2am pic full night photo osm love simple barratry problem
151,151,review-cbf2c4b3-ccda-4a23-9ec6-1fb9bd2b832a,Abdullah .,5,Must buy!,good mobile touch smooth using realme 1 though mobile supports quick charge 4 charger provided box normal still good buy excellent camera overall good buy highly recommended
152,152,review-55349f53-d5b9-43c3-9bac-3cef9da32d0f,MUDIT MEHROTRA,1,Don't waste your money,problem starting solved update hence problem
153,153,review-9a71acdc-26f2-49db-b9dd-a0a1c19aa01d,VIGNESH C,5,Terrific,nice product killer price best camera price range best build
154,154,review-01c387bf-680b-4782-ae55-c915d932d0f8,Swapnil Patil,5,Wonderful,nice design looks also display good performance battery camera night mode 48mp camera also awesome sometime capturing photo camera error occurs please fix otherwise mobile superb categoriesfaster delivery resolve issuehappy service thanks flipkart
155,155,review-0d8dd840-d43b-4c8b-8aeb-bafa68fcc497,S.n. Bhangale,5,Brilliant,good quality performance
156,156,review-df4546af-913d-4f27-aa4d-398761ca1321,Karan Tand,5,Excellent,1 redmi note 7 pro camera quality best
157,157,review-582006e8-c898-4e3c-b627-bf38c7a4b024,Padamati Manasa,5,Perfect product!,excellent mobile low price black colour looks awesomeno company provide specifications price rangegot first flah saleafter using 3 weeks writing reviewdisplay 1010battery 1010back camera 1010front camera 910face unlock 1010finger print 1010performance 1010its totally value money mobileevery one purchase without 2nd thought
158,158,review-cfd550b8-92f4-4cdf-a48f-8c1e3d6b3d12,Anvesh Chowdary,5,Classy product,amazing camera loved itfabulous product mi thanks flipkart super fast delivery within 24 hours
159,159,review-58858a0a-0c62-40b8-afe6-25af367004ef,Utpal Das,5,Best in the market!,received redmi note 7 pro yesterdayits camera awsomebattery quality also goodi think planning buy mid rnge smartphone definitely go itits night mode shocked merealy captured unbelievable imagessmooth performancesnapdragon 675 wotks greatthank flipkart delivering meits hard get phone flash sellbut buy 27 marchso happy phone
160,160,review-089ed269-cfd2-4a6d-82d0-8e283f143c63,Sawan kumar,5,Highly recommended,nice phone
